anonymous_id,context_app_name,context_app_version,context_ci_run,context_cpu,context_exec_info,context_library_name,context_library_version,context_os_name,context_os_version,context_python,destination_name,elapsed,event,event_category,event_name,event_text,id,loaded_at,original_timestamp,received_at,sent_at,success,timestamp,transaction_id,uuid_ts
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a28,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,1,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2NZ3Bxq5mHnXIQ98VzzlsjADut9,3/27/2023 13:40:45,<nil>,3/26/2023 19:07:24,3/26/2023 19:07:24,TRUE,3/26/2023 19:07:24,9f6390d6d4994ce939e5de637c735f84,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a28,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,0,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2NZOd2prmAZbF284TBTGq4bDOTz,3/27/2023 13:40:45,<nil>,3/26/2023 22:03:42,3/26/2023 22:03:41,TRUE,3/26/2023 22:03:42,edd774797789347957f856afc42c8a47,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a28,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,1,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2NZQYIKoGUwoGiQ0bwJFgwfv0XE,3/27/2023 13:40:45,<nil>,3/26/2023 22:19:30,3/26/2023 22:19:29,TRUE,3/26/2023 22:19:30,a21f889d5578353482f95783415c2093,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a28,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,1,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2NZ9prwMyBqEYPbDcWfbdKJv7UL,3/27/2023 13:40:45,<nil>,3/26/2023 20:02:02,3/26/2023 20:02:02,TRUE,3/26/2023 20:02:02,ac87606647eaec8475f17cf566f48a69,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a28,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,0,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2NZF8HykeISHhwdkYEEr9mGXpP0,3/27/2023 13:40:45,<nil>,3/26/2023 20:45:36,3/26/2023 20:45:36,TRUE,3/26/2023 20:45:36,5ae170e66606bee8a5d0bb1185e9937c,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a28,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,1,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2NZSdKD7Zy85QZM6kYcGV06DiTd,3/27/2023 13:40:45,<nil>,3/26/2023 22:36:36,3/26/2023 22:36:36,TRUE,3/26/2023 22:36:36,2f79d9685687ce034f4755489ff88bb7,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a28,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,1,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2NZFMFzYsK1n5xNbSHXqEwOOtzD,3/27/2023 13:40:45,<nil>,3/26/2023 20:47:27,3/26/2023 20:47:26,TRUE,3/26/2023 20:47:27,bf94cc45b4e2fd0fed943d23c0ca33df,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a28,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,4,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2NZ3Bl3JmlNBTMmEsnpGQqmyS7U,3/27/2023 13:40:45,<nil>,3/26/2023 19:07:22,3/26/2023 19:07:22,TRUE,3/26/2023 19:07:22,f4d5da3f05428910b1c75fb4cf2eb9f8,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a28,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,1,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2NZE3Pjvf9wroapwaidPQM1B8yD,3/27/2023 13:40:45,<nil>,3/26/2023 20:36:43,3/26/2023 20:36:42,TRUE,3/26/2023 20:36:43,65b1a4f0ec4d48c0b128b00803f0df60,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a28,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,0,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2NZFMXPDXnV3N8rdfqqY9isDlpu,3/27/2023 13:40:45,<nil>,3/26/2023 20:47:29,3/26/2023 20:47:28,TRUE,3/26/2023 20:47:29,95a6b502adb86115b4360f2961d62861,3/27/2023 13:40:45
