anonymous_id,context_app_name,context_app_version,context_ci_run,context_cpu,context_exec_info,context_library_name,context_library_version,context_os_name,context_os_version,context_python,destination_name,elapsed,elapsed_time,event,event_category,event_name,event_text,id,loaded_at,original_timestamp,received_at,sent_at,success,timestamp,transaction_id,uuid_ts
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,duckdb,9,,pipeline_run,pipeline,run,pipeline_run,api-2NL1iTsZ3N3CYqzRezbf66pHVxi,3/27/2023 13:40:45,<nil>,3/21/2023 19:57:56,3/21/2023 19:57:55,TRUE,3/21/2023 19:57:56,956338fdd4497a9d14aaf38d033ceb41,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,duckdb,1,,pipeline_run,pipeline,run,pipeline_run,api-2NK8wYxf1JdGl9QDbCa7dYma9DL,3/27/2023 13:40:45,<nil>,3/21/2023 12:27:32,3/21/2023 12:27:32,TRUE,3/21/2023 12:27:32,5599fb86b3049d58f6d278bd953b524c,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,duckdb,2,,pipeline_run,pipeline,run,pipeline_run,api-2NK5o1aM6c9UmqCBWl9xHptu552,3/27/2023 13:40:45,<nil>,3/21/2023 12:01:43,3/21/2023 12:01:42,TRUE,3/21/2023 12:01:43,d31bf4607249cda8822eddb3dfe16b37,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,duckdb,2,,pipeline_run,pipeline,run,pipeline_run,api-2NK5oE7exQmV5lawC9TD6TV3wQ6,3/27/2023 13:40:45,<nil>,3/21/2023 12:01:44,3/21/2023 12:01:44,TRUE,3/21/2023 12:01:44,5285333d210167f2b116face19a229fd,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,duckdb,1,,pipeline_run,pipeline,run,pipeline_run,api-2NKlcdTuTjHWcMm33XQDnGCeNlW,3/27/2023 13:40:45,<nil>,3/21/2023 17:45:34,3/21/2023 17:45:34,TRUE,3/21/2023 17:45:34,63843360d19168653759c70b6a823091,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,duckdb,2,,pipeline_run,pipeline,run,pipeline_run,api-2NK3WgCiOyCo2zZVbRQ8aTbplpW,3/27/2023 13:40:45,<nil>,3/21/2023 11:42:59,3/21/2023 11:42:58,TRUE,3/21/2023 11:42:59,c2e468766109b0c6f48a0d8d24a54f23,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,duckdb,1,,pipeline_run,pipeline,run,pipeline_run,api-2NK5JmMnichzCOrlVz1jToTrleP,3/27/2023 13:40:45,<nil>,3/21/2023 11:57:43,3/21/2023 11:57:43,TRUE,3/21/2023 11:57:43,cec86be199cd46a84ff802c8d406976e,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,duckdb,2,,pipeline_run,pipeline,run,pipeline_run,api-2NKxVoTlIIeUfCHAp9Iqx3l5pEF,3/27/2023 13:40:45,<nil>,3/21/2023 19:23:20,3/21/2023 19:23:19,TRUE,3/21/2023 19:23:20,07c88cd2a095ea22d2dd14ef2c8ebce3,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,duckdb,1,,pipeline_run,pipeline,run,pipeline_run,api-2NK3WtVIQDCaeFo7SyPZNSk8pGB,3/27/2023 13:40:45,<nil>,3/21/2023 11:43:00,3/21/2023 11:43:00,TRUE,3/21/2023 11:43:00,914a4f54c010b867d3b4ed23bfc27703,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,duckdb,8,,pipeline_run,pipeline,run,pipeline_run,api-2NL4HYZQyCsfM1oO90L6jVjCQLJ,3/27/2023 13:40:45,<nil>,3/21/2023 20:19:00,3/21/2023 20:18:59,TRUE,3/21/2023 20:19:00,8daa49aa1308b45c205e2ee7d0d7581a,3/27/2023 13:40:45
e39c04a727eef7bdc609f5a31336d93f,python-dlt,0.2.0a25,FALSE,8,[],unknown,unknown,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,,1.23123,pipeline_run,pipeline,run,pipeline_run,api-2MmXnNLapln28x8mHeUPAKcPkgn,3/27/2023 13:40:45,<nil>,3/9/2023 14:58:17,3/9/2023 14:58:17,TRUE,3/9/2023 14:58:17,,3/27/2023 13:40:45
02856599d52b793841cd5fc5f4202af0,python-dlt,0.2.0a25,FALSE,8,[],unknown,unknown,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,,1.23123,pipeline_run,pipeline,run,pipeline_run,api-2MmYh0NtNizyuRlOEXq5Z2pLM1Z,3/27/2023 13:40:45,<nil>,3/9/2023 15:05:38,3/9/2023 15:05:38,TRUE,3/9/2023 15:05:38,,3/27/2023 13:40:45
7268735130b6e7daf27c46fb7f8df5f9,,,FALSE,8,"[""codespaces""]",python-dlt,0.2.0a25,Linux,4.19.128-microsoft-standard,3.8.11,dummy,0,,pipeline_run,pipeline,run,pipeline_run,api-2Mt7YH1ordSrY0LTJiRLmxVwo9f,3/27/2023 13:40:45,<nil>,3/11/2023 22:51:09,3/11/2023 22:51:09,TRUE,3/11/2023 22:51:09,65e24928c3481ae22b723c4abe6271f7,3/27/2023 13:40:45
