anonymous_id,context_ci_run,context_cpu,context_exec_info,context_library_name,context_library_version,context_os_name,context_os_version,context_python,elapsed,event,event_category,event_name,event_text,id,loaded_at,operation,original_timestamp,received_at,sent_at,success,timestamp,uuid_ts
8c45f93d27f72347a3604521e2d4c33b,FALSE,10,[],python-dlt,0.2.0a27,Darwin,21.3.0,3.9.10,0.000001907348633,command_pipeline,command,pipeline,command_pipeline,api-2NJOA38x3IyxtqsSFDDYuK8GdLM,3/27/2023 13:40:45,sync,<nil>,3/21/2023 6:02:50,3/21/2023 6:02:50,TRUE,3/21/2023 6:02:50,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,FALSE,10,[],python-dlt,0.2.0a27,Darwin,21.3.0,3.9.10,0.0000009536743164,command_pipeline,command,pipeline,command_pipeline,api-2NJPOxZS54S1atFczEdy4WNQAbv,3/27/2023 13:40:45,sync,<nil>,3/21/2023 6:13:03,3/21/2023 6:13:02,TRUE,3/21/2023 6:13:03,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,FALSE,10,[],python-dlt,0.2.0a27,Darwin,21.3.0,3.9.10,0,command_pipeline,command,pipeline,command_pipeline,api-2NJLhsu9csO5JvM2sVV9n7VqsCA,3/27/2023 13:40:45,sync,<nil>,3/21/2023 5:42:39,3/21/2023 5:42:39,TRUE,3/21/2023 5:42:39,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,FALSE,10,[],python-dlt,0.2.0a27,Darwin,21.3.0,3.9.10,0,command_pipeline,command,pipeline,command_pipeline,api-2NIzSwBe3wAmGPwbuNP3wvJYPuT,3/27/2023 13:40:45,info,<nil>,3/21/2023 2:39:47,3/21/2023 2:39:46,TRUE,3/21/2023 2:39:47,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,0.000001192092896,command_pipeline,command,pipeline,command_pipeline,api-2NKn2EhWt6bcBm4g7javl4xjzTz,3/27/2023 13:40:45,info,<nil>,3/21/2023 17:57:11,3/21/2023 17:57:11,TRUE,3/21/2023 17:57:11,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,0.000003099441528,command_pipeline,command,pipeline,command_pipeline,api-2NKxbNp4wcq9ApZ9LA76aDlF0b0,3/27/2023 13:40:45,show,<nil>,3/21/2023 19:24:04,3/21/2023 19:24:04,TRUE,3/21/2023 19:24:04,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,0.000001192092896,command_pipeline,command,pipeline,command_pipeline,api-2NL1v4hdxMQYZ9tbCnWN3VuaepL,3/27/2023 13:40:45,show,<nil>,3/21/2023 19:59:35,3/21/2023 19:59:35,TRUE,3/21/2023 19:59:35,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,0.000001192092896,command_pipeline,command,pipeline,command_pipeline,api-2NL4jtj7QFSHTBZc1aF7vfRPiiL,3/27/2023 13:40:45,show,<nil>,3/21/2023 20:22:45,3/21/2023 20:22:45,TRUE,3/21/2023 20:22:45,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,0.000001430511475,command_pipeline,command,pipeline,command_pipeline,api-2NKn4E4SUxEmxitd0jhE3UVXW0Y,3/27/2023 13:40:45,show,<nil>,3/21/2023 17:57:26,3/21/2023 17:57:26,TRUE,3/21/2023 17:57:26,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,0.000001192092896,command_pipeline,command,pipeline,command_pipeline,api-2NKxYsnNTk5VEVgUPpKkZ99bseI,3/27/2023 13:40:45,show,<nil>,3/21/2023 19:23:45,3/21/2023 19:23:45,TRUE,3/21/2023 19:23:45,3/27/2023 13:40:45
