anonymous_id,context_ci_run,context_cpu,context_exec_info,context_library_name,context_library_version,context_os_name,context_os_version,context_python,elapsed,event,event_category,event_name,event_text,id,loaded_at,original_timestamp,received_at,sent_at,success,timestamp,uuid_ts
8c45f93d27f72347a3604521e2d4c33b,FALSE,4,[],python-dlt,0.2.0a27,Darwin,21.6.0,3.11.2,0.6771690845,command_list_pipelines,command,list_pipelines,command_list_pipelines,api-2NKVvT0qSFprEqOgGOoIkW8KWnF,3/27/2023 13:40:45,<nil>,3/21/2023 15:36:30,3/21/2023 15:36:29,TRUE,3/21/2023 15:36:30,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,FALSE,4,[],python-dlt,0.2.0a27,Darwin,21.6.0,3.11.2,0.9620170593,command_list_pipelines,command,list_pipelines,command_list_pipelines,api-2NKgtubIc44QP5nCmXaBGw2Gy1v,3/27/2023 13:40:45,<nil>,3/21/2023 17:06:44,3/21/2023 17:06:44,TRUE,3/21/2023 17:06:44,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,FALSE,8,[],python-dlt,0.2.0a28,Darwin,21.6.0,3.11.2,1.03613472,command_list_pipelines,command,list_pipelines,command_list_pipelines,api-2NalxrCLJBsbzUwZOMqMGE6OaHG,3/27/2023 13:40:45,<nil>,3/27/2023 9:45:22,3/27/2023 9:45:21,TRUE,3/27/2023 9:45:22,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,FALSE,8,[],python-dlt,0.2.0a28,Darwin,21.6.0,3.11.2,0.7048687935,command_list_pipelines,command,list_pipelines,command_list_pipelines,api-2NamdJmELlmpZlPqhUZtJ18e5Bl,3/27/2023 13:40:45,<nil>,3/27/2023 9:50:52,3/27/2023 9:50:51,TRUE,3/27/2023 9:50:52,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,FALSE,8,[],python-dlt,0.2.0a26,Linux,4.19.128-microsoft-standard,3.8.11,0.699816227,command_list_pipelines,command,list_pipelines,command_list_pipelines,api-2N9tETO34imk4QYjheE2465Dx2v,3/27/2023 13:40:45,<nil>,3/17/2023 21:20:13,3/17/2023 21:20:12,TRUE,3/17/2023 21:20:13,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,FALSE,8,[],python-dlt,0.2.0a28,Darwin,21.6.0,3.11.2,0.954390049,command_list_pipelines,command,list_pipelines,command_list_pipelines,api-2NbCd3n6lGg9MSUndFFZPMXUU4o,3/28/2023 1:38:31,<nil>,3/27/2023 13:24:38,3/27/2023 13:24:37,TRUE,3/27/2023 13:24:38,3/28/2023 1:38:31
