anonymous_id,context_app_name,context_app_version,context_ci_run,context_cpu,context_exec_info,context_library_name,context_library_version,context_os_name,context_os_version,context_python,destination_name,elapsed,event,event_category,event_name,event_text,id,loaded_at,original_timestamp,pipeline_name,received_at,sent_at,success,timestamp,uuid_ts
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,duckdb,3.35825181,command_init,command,init,command_init,api-2NKxoUCpwrbwWJujDVWloucdfkA,3/27/2023 13:40:45,<nil>,catalog,3/21/2023 19:25:49,3/21/2023 19:25:48,TRUE,3/21/2023 19:25:49,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,duckdb,4.789217949,command_init,command,init,command_init,api-2NKDplQwAIJ7Hd0wDKzn8hSasrI,3/27/2023 13:40:45,<nil>,isc_catalog,3/21/2023 13:07:37,3/21/2023 13:07:36,TRUE,3/21/2023 13:07:37,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,duckdb,2.264982939,command_init,command,init,command_init,api-2NKxQfDajSdvAljHj6knxF8Quw6,3/27/2023 13:40:45,<nil>,chess,3/21/2023 19:22:39,3/21/2023 19:22:38,TRUE,3/21/2023 19:22:39,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.10,duckdb,5.340406418,command_init,command,init,command_init,api-2NKpMXXzsvnf9qHL8NC9XgsLefR,3/27/2023 13:40:45,<nil>,catalog,3/21/2023 18:16:20,3/21/2023 18:16:19,TRUE,3/21/2023 18:16:20,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.10,duckdb,26.09152365,command_init,command,init,command_init,api-2NJkKdq9cFqVIoRF6laN5bfeGgT,3/27/2023 13:40:45,<nil>,zenodo,3/21/2023 9:05:08,3/21/2023 9:05:08,TRUE,3/21/2023 9:05:08,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,16,[],python-dlt,0.2.0a26,Linux,5.15.0-67-generic,3.9.16,postgres,3.167365789,command_init,command,init,command_init,api-2NJiKpHv1q4J6ILXYupNiMXUtFp,3/27/2023 13:40:45,<nil>,exchangerates,3/21/2023 8:48:44,3/21/2023 8:48:43,TRUE,3/21/2023 8:48:44,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,2,"[""docker"",""codespaces""]",python-dlt,0.2.0a26,Linux,5.4.0-1104-azure,3.10.4,bigquery,3.763913393,command_init,command,init,command_init,api-2NJQnSWwaYzULxVqKp9GNPB95r7,3/27/2023 13:40:45,<nil>,hubspot,3/21/2023 6:24:31,3/21/2023 6:24:31,TRUE,3/21/2023 6:24:31,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,4,[],python-dlt,0.2.0a28,Windows,10,3.10.9,bigquery,13.56533122,command_init,command,init,command_init,api-2NV8OiAlqXzf91xrTKxrWL6GJaA,3/27/2023 13:40:45,<nil>,twitter,3/25/2023 9:50:57,3/25/2023 9:50:57,TRUE,3/25/2023 9:50:57,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,duckdb,23.33896852,command_init,command,init,command_init,api-2NI6A8VzkJJez5RNii4t9ryzXMv,3/27/2023 13:40:45,<nil>,chess,3/20/2023 19:05:02,3/20/2023 19:05:02,TRUE,3/20/2023 19:05:02,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,duckdb,59.02306795,command_init,command,init,command_init,api-2NHZ2G8MpFqITQLq4w8jscYWQoy,3/27/2023 13:40:45,<nil>,chess,3/20/2023 14:32:39,3/20/2023 14:32:38,TRUE,3/20/2023 14:32:39,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a27,Linux,5.15.0-10067-tuxedo,3.8.8,duckdb,2.536317825,command_init,command,init,command_init,api-2NI7A31AGAea9Nps1f8LkccyXIW,3/27/2023 13:40:45,<nil>,chess,3/20/2023 19:13:15,3/20/2023 19:13:14,TRUE,3/20/2023 19:13:15,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,16,[],python-dlt,0.2.0a26,Linux,5.15.0-67-generic,3.9.16,postgres,2.604955196,command_init,command,init,command_init,api-2NGfxc3XdjqOEjRrSxiZ5s5P48F,3/27/2023 13:40:45,<nil>,cheapshark,3/20/2023 6:59:46,3/20/2023 6:59:45,TRUE,3/20/2023 6:59:46,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a26,Darwin,19.6.0,3.9.11,bigquery,5.54489398,command_init,command,init,command_init,api-2N8xJg1feROQpCDPSYv2ThKhqqy,3/27/2023 13:40:45,<nil>,strapi,3/17/2023 13:23:59,3/17/2023 13:23:59,TRUE,3/17/2023 13:23:59,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,16,[],python-dlt,0.2.0a26,Linux,5.15.0-67-generic,3.8.10,postgres,6.838951349,command_init,command,init,command_init,api-2N9Ua1NOrs9WM1ZdWDnksCcLVxB,3/27/2023 13:40:45,<nil>,cheapshark,3/17/2023 17:57:29,3/17/2023 17:57:29,TRUE,3/17/2023 17:57:29,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a26,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,2.707538605,command_init,command,init,command_init,api-2N9tOJBHX0zraONYTdGDqWIRlqa,3/27/2023 13:40:45,<nil>,github,3/17/2023 21:21:31,3/17/2023 21:21:30,TRUE,3/17/2023 21:21:31,3/27/2023 13:40:45
